Time (s),tracking_error,tracking_error_derivative,tracking_error_second_derivative
20400,1947.0588235294126,-1.5570934256055362,-0.0457968654589863
20430,1658.3333333333358,-9.624183006535947,-0.2689029860310137
20460,820.5882352941189,-28.070934256055363,-0.630979035212701
20490,225.0,-19.852941176470587,0.2739331026528259
20520,-25.0,-8.333333333333334,0.3839869281045751
20550,-2.272727272727934,-0.0688705234159776,0.2853461695221539
20580,0.0,0.0977517106549364,0.0142614299269299
20610,0.0,-0.0,-0.0057501006267609
20640,0.0,-0.0,-0.0
20670,0.0,-0.0,-0.0
20700,0.0,-0.0,-0.0
